SAMPLEID	NT_VERDY10	NT_VERDY11	NT_VERDY12	NT_VERDY13	NT_VERDY14	NT_VERDY15	NT_VERDY16	VERDY17	VERDY18	VERDY19	VERDY1	VERDY20	VERDY21	VERDY22	VERDY23	VERDY24	NT_VERDY25	NT_VERDY26	NT_VERDY27	NT_VERDY28	NT_VERDY29	VERDY2	NT_VERDY30	NT_VERDY31	NT_VERDY32	VERDY33	VERDY34	VERDY35	VERDY36	VERDY37	VERDY38	VERDY39	VERDY3	VERDY40	NT_VERDY41	VERDY42	NT_VERDY43	NT_VERDY44	NT_VERDY45	NT_VERDY46	NT_VERDY47	NT_VERDY48	VERDY49	VERDY4	VERDY50	VERDY51	VERDY52	VERDY53	VERDY54	VERDY55	VERDY56	NT_VERDY57	NT_VERDY58	NT_VERDY59	VERDY5	NT_VERDY60	NT_VERDY61	NT_VERDY62	NT_VERDY63	NT_VERDY64	VERDY65	VERDY66	VERDY67	VERDY68	VERDY69	VERDY6	VERDY70	VERDY71	VERDY72	NT_VERDY73	NT_VERDY74	NT_VERDY75	NT_VERDY76	NT_VERDY77	NT_VERDY78	NT_VERDY79	VERDY7	NT_VERDY80	VERDY8	VERDY9
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO140"	1.46809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00265957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses;Viruses_Unclassified;Viruses_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified; NAO142"	0	0	0	0	0	0	0	0.00239808	0	0	0	0	0	0	0	0	0	0	0.141487	0	0	0	0	0	0	0	0	0.00239808	0	0	0	0	0	0	0.00239808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00239808	1.10312	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO143"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.298851	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO145"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148148	0.00322061	0.00644122	0.0434783	0	0.099839	0	0	0	0	0	0.00161031	0.00966184	0.257649	0.00161031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0128824	0	0	0.0144928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Zierdtviridae; Ceetrepovirus; Ceetrepovirus_Unclassified; NAO146"	0	0	0	0	0	0	0	0.00280505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.389902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO147"	1.37047	0	0	0	0	0	0	0.00268456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00268456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00536913	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Siphoviridae; Siphoviridae_Unclassified; Siphoviridae_Unclassified_Unclassified; NAO148"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00192678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0327553	0.00385356	0.00192678	0	0.28131	0.00385356	0.00192678	0.00192678	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO149"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181481	0	0	0	0	0	0.0037037	0	0	0.0851852	0.0962963	0	0	0	0	0.0037037	0.0351852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO150"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Pisuviricota; Stelpaviricetes; Patatavirales; Potyviridae; Tritimovirus; Brome streak mosaic virus; NAO152"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00739645	0	0	0.00147929	0	0.00591716	0	0.00147929	0	0	0	0.00295858	0.786982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00739645	0	0	0.00443787	0	0.00147929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO153"	0.411594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO156"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00390625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.332031	0	0	0	0	0	0	0
"Viruses; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Papillomaviridae_Unclassified; Papillomaviridae_Unclassified_Unclassified; NAO157"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Pahexavirus; Pahexavirus_Unclassified; NAO158"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00180505	0	0	0	0	0	0	0	0	0	0	0	0.00722022	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00361011	0	0	0	0	0	0	0	0	0.00180505	0	0	0.00180505	0	0	0	0	0	0	0	0	0	0	0	0	1.23466	0	0	0	0	0	0	0	0	0	0.00361011	0	0	0
"Viruses; Pisuviricota; Stelpaviricetes; Patatavirales; Potyviridae; Tritimovirus; Brome streak mosaic virus; NAO159"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.537217	0.00323625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Skunavirus; Skunavirus_Unclassified; NAO160"	0.539589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Pisuviricota; Stelpaviricetes; Patatavirales; Potyviridae; Tritimovirus; Brome streak mosaic virus; NAO161"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00163132	0.00163132	0.00978793	0.597064	0.00326264	0.00326264	0.00652529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO162"	3.67804	0	0.00593472	0	0.00296736	0	0.00296736	0.00593472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00296736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00296736	0	0	0	0	0	0	0	0	0.00296736	0	0	0	0	0	0	0	0	0	0
"Viruses; Pisuviricota; Pisoniviricetes; Picornavirales; Iflaviridae; Iflavirus; Deformed wing virus; NAO163"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00290698	0	0	0	0	0	0	0	0	0.520349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Siphoviridae; Siphoviridae_Unclassified; Corynebacterium phage IME1320_01; unclassified SiphoviridaeO164"	0	0	0	0	0	0	0	0.0027933	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027933	0	0	0	0.0027933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027933	0	0	0	0	0	0	0	0	0.0027933	0	0	0	0	0	0	0	0.00558659	2.93017	0	0	0	0	0.0027933	0.0027933	0	0	0	0
"Viruses; Artverviricota; Revtraviricetes; Ortervirales; Retroviridae; Retroviridae_Unclassified; Retroviridae_Unclassified_Unclassified; NAO165"	0	0	0	0	0	0	0	0.024	0.012	0	0	0.008	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0.464	0.004	0	0.012	0.012	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016	0	0.068	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Pisuviricota; Stelpaviricetes; Patatavirales; Potyviridae; Tritimovirus; Brome streak mosaic virus; NAO166"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00163132	0	0	0.386623	0	0	0	0	0	0.00815661	0	0.0130506	0.502447	0.00978793	0.00163132	0	0.00163132	0	0	0	0	0	0	0	0	0	0	0	0.00326264	0	0.00326264	0	0	0	0	0	0	0	0.101142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Siphoviridae; Siphoviridae_Unclassified; Lactococcus phage D4044; unclassified SiphoviridaeO169"	1.00461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0030722	0	0	0	0.0030722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0030722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO170"	0	0	0	0	0	0	0	0	0	0	0.0018315	0	0	0	0	0.014652	0	0	0.003663	0	0.014652	0.003663	0	0	0	0	0	0.010989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003663	0	0	0	0	0	0	0	0	0	0.00732601	0	0	0	0	0	1.46886	0	0.003663	0	0	0	0.003663	0	0	0	0
"Viruses; Pisuviricota; Stelpaviricetes; Patatavirales; Potyviridae; Tritimovirus; Brome streak mosaic virus; NAO171"	0	0	0.00327869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88361	0.00327869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Siphoviridae; Siphoviridae_Unclassified; Lactococcus phage CAP; unclassified SiphoviridaeO172"	2.07253	0	0	0.00308642	0.00308642	0.00617284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00308642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00308642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses;Viruses_Unclassified;Viruses_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified; Anelloviridae; Anelloviridae_Unclassified; Anelloviridae_Unclassified_Unclassified; NAO173"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.458716	0	0	0	0	0	0	0	0	0.00366972	0	0	0	0	0	0	0	0	0	0.00366972	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Siphoviridae; Siphoviridae_Unclassified; Siphoviridae_Unclassified_Unclassified; NAO174"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6016	0	0	0	0.0032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO175"	0.395062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00308642	0	0	0	0	0.00925926	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00308642
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Demerecviridae; Tequintavirus; Tequintavirus_Unclassified; NAO176"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00308166	0.0893683	0	0.00154083	0.0416025	0.00308166	0.0400616	0	0	0	0.0046225	0	0	0.0154083	0	0	0	0.00308166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00308166	0	0	0	0.00308166	0	0	0	0	0	0.00308166	0	0	0	0	0	0	0.00308166	5.48536	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO219"	0.00171821	0	0	0	0.536082	0	0.000859107	0	0	0	0	0	0	0	0	0.274055	0.00601375	0.00773196	0.0524055	0	0.101375	0	0.00343643	0.0103093	0.000859107	0.0146048	0.00343643	0.0678694	0.00343643	0.000859107	0	0	0.0532646	0	0	0.00343643	0	0	0.00257732	0	0	0.0438144	0	0.00343643	0	0	0.040378	0	0	0	0.00601375	0.00601375	0	0.0206186	0	0.00171821	0.00171821	0	0	0	0	0	0	0.000859107	0	0.00171821	0	0	0.0103093	0	0.00515464	0	0.00859107	0	0	0	0	0	0	0.00171821
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Derbicusvirus; Derbicusvirus_Unclassified; NAO220"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00163666	0	0	0	0	0.222586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Derbicusvirus; Derbicusvirus_Unclassified; NAO221"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00161551	0	0	0	0	0	0.352181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Siphoviridae; Siphoviridae_Unclassified; Siphoviridae_Unclassified_Unclassified; NAO223"	0.820074	0	0.00148699	0.00297398	0	0.00223048	0	0.00148699	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00148699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00148699	0	0.0624535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO224"	0	0	0	0	0	0	0	0.00917431	0	0	0	0	0	0	0	0.034076	0.0117955	0	0	0	0.110092	0	0	0	0.0262123	0.00655308	0	0	0	0	0	0	0	0	0	0	0	0.00524246	0.00131062	0	0	0.0930537	0	0	0	0	0	0	0	0.188073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00393185	0	0	0	0	0	0.00131062	0	0.00262123	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO234"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0773286	0	0	0	0	0.00351494	0	0	0.0140598	0	0	0	0	0	0	0	0	0	0	0	0.0210896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0386643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Siphoviridae; Siphoviridae_Unclassified; Brucella phage BiPBO1; unclassified SiphoviridaeO236"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.230061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO237"	0	0	0	0	0	0	0	0	0	0.00146843	0	0.0778267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO239"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.372526	0	0.00116414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Artverviricota; Revtraviricetes; Ortervirales; Retroviridae; Retroviridae_Unclassified; Human endogenous retrovirus K; unclassified RetroviridaeO240"	0	0	0	0	0	0	0	0.027366	0.0342075	0.0022805	0	0.00684151	0.022805	0.0889396	0.0866591	0.0148233	0	0	0	0	0	0.0387685	0	0	0.0022805	0.0216648	0.00798176	0.120867	0	0.0376283	0.050171	0.036488	0.0866591	0.0022805	0	0	0	0	0	0	0.0296465	0	0.0159635	0.0581528	0.0490308	0.0262258	0.036488	0.0022805	0.0285063	0	0	0	0	0	0.0296465	0	0	0	0	0	0.0239453	0.0022805	0.0478905	0.0114025	0.0433295	0.133409	0	0	0	0	0	0	0	0	0	0	0.0684151	0	0.0513113	0.0672748
"Viruses; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Betapapillomavirus; Betapapillomavirus 3; human papillomavirus 115O241"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00202224	0	0	0	0	0.351871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00404449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO200"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0242634	0	0	0.0034662	0	0.0034662	0	0.0017331	0	0	0	0	0.0121317	0.414211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017331	0	0	0.0017331	0.0034662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO201"	1.34675	0	0	0	0.00309598	0	0	0.00309598	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00309598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00309598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Pisuviricota; Stelpaviricetes; Patatavirales; Potyviridae; Tritimovirus; Brome streak mosaic virus; NAO202"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00339559	0	0	0.00169779	0	0.00339559	0	0	0	0	0	0	0.468591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Zierdtviridae; Ceetrepovirus; Ceetrepovirus_Unclassified; NAO204"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO205"	0.480064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333	0.0239234	0.0478469	0.121212	0.00478469	0.339713	0.00318979	0.0175439	0.0015949	0	0	0	0.0590112	0.00318979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0398724	0	0	0.0478469	0	0.0111643	0.00318979	0.00318979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO206"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.289048	0.682226	1.02873	5.10772	1.19928	0.960503	0.617594	0.183124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Zierdtviridae; Ceetrepovirus; Ceetrepovirus_Unclassified; NAO207"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO208"	0.391026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO209"	0.385621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.357843	0.0408497	0.0669935	0.196078	0.00326797	0.45098	0	0.0228758	0	0	0	0.00326797	0.0179739	0	0.00163399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148693	0.00980392	0.00816993	0.166667	0	0.0196078	0.00326797	0.00816993	0.00163399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
